Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000104885,9214.929656,-0.075339532,0.101051521,-0.745555654,0.45593588,0.90614428
ENSG00000104886,5415.395654,-0.079736338,0.105063227,-0.758936696,0.447890426,0.903968372
ENSG00000104889,366.2298404,-0.203334287,0.125819552,-1.616078615,0.106077317,0.710995893
ENSG00000104892,153.0248764,0.07778774,0.141091895,0.551326779,0.581409684,0.937837853
ENSG00000104897,3578.916851,-0.043666634,0.118040499,-0.369929251,0.711435206,0.961580557
ENSG00000104899,120.8074532,-0.406482599,0.303410748,-1.339710615,0.180339445,0.785783069
ENSG00000104904,7516.051399,-0.141232617,0.084120115,-1.678939881,0.093163761,0.690249233
ENSG00000104907,898.425629,-0.180548879,0.118683568,-1.521262651,0.128193939,0.735560245
ENSG00000104915,896.3616246,-0.056205186,0.117759681,-0.477287177,0.633157641,0.946251124
ENSG00000104936,1456.191468,0.107154343,0.101366179,1.057101537,0.29046525,0.8447333
ENSG00000104946,2510.789619,0.109767459,0.07304108,1.50281813,0.132885949,0.741532813
ENSG00000104953,49.82876369,-0.249817887,0.370916239,-0.673515638,0.500619303,0.919023187
ENSG00000104957,1070.494509,-0.144132826,0.125851419,-1.145261826,0.252100714,0.823978535
ENSG00000104960,7676.729198,0.015797155,0.07574753,0.208550101,0.834799467,0.979439955
ENSG00000104964,16209.16696,-0.033408989,0.118043741,-0.28302211,0.777159889,0.971725573
ENSG00000104969,5440.764811,-0.093893816,0.066149642,-1.419415332,0.155777965,0.757860585
ENSG00000104973,3318.226525,-0.097724792,0.091365422,-1.069603685,0.284797736,0.843616029
ENSG00000104976,569.2982095,0.021941992,0.105040866,0.20889005,0.834534072,0.979439955
ENSG00000104979,2879.975391,-0.13921842,0.067073246,-2.075617755,0.037929318,0.557531376
ENSG00000104980,1947.827099,-0.139451892,0.073139522,-1.906655773,0.056565178,0.6234221
ENSG00000104983,259.5733536,-0.244923163,0.155641256,-1.573639086,0.115570912,0.71927908
ENSG00000105011,68.13749502,-0.325963807,0.324894779,-1.003290381,0.315720776,0.860354413
ENSG00000105048,341.4851785,0.283979285,0.17997437,1.57788737,0.114591487,0.71927908
ENSG00000105053,1256.165122,-0.020186008,0.069932319,-0.288650636,0.772848742,0.971300877
ENSG00000105058,5127.530142,-0.121266177,0.051334581,-2.362270713,0.018163373,0.44173008
ENSG00000105063,9822.17284,-0.005707369,0.073196833,-0.077972893,0.937849615,0.991601316
ENSG00000105072,160.4373436,-0.161026316,0.19967441,-0.806444433,0.419986636,0.898971668
ENSG00000105085,892.6836202,-0.02404842,0.124667454,-0.192900547,0.847036857,0.980220866
ENSG00000105088,1101.023786,0.012809273,0.153424244,0.083489237,0.933462535,0.990812598
ENSG00000105127,1810.929151,0.006380511,0.092783851,0.068767469,0.945174713,0.992589313
ENSG00000105131,205.0450734,0.084348342,0.174847842,0.482409971,0.629514739,0.945175448
ENSG00000105135,3058.614022,-0.049382517,0.073182275,-0.674787945,0.499810501,0.918710402
ENSG00000105136,497.2143122,-0.094331217,0.133874889,-0.70462219,0.481045386,0.91289973
ENSG00000105137,1178.829778,0.067809346,0.204389805,0.331764817,0.740066853,0.966328477
ENSG00000105146,152.8762633,0.044053351,0.162420389,0.271230423,0.786213815,0.973017334
ENSG00000105171,1445.844599,-0.081434423,0.090899872,-0.8958695,0.370322465,0.882700418
ENSG00000105173,996.6445132,0.025914595,0.132478626,0.195613407,0.844912766,0.980220866
ENSG00000105176,3169.330459,0.066269857,0.091150787,0.727035495,0.467204212,0.906769979
ENSG00000105185,1634.604391,0.024463737,0.094121192,0.259917414,0.794927478,0.973860707
ENSG00000105186,4219.138693,-0.090467689,0.09735279,-0.929276805,0.352745653,0.878206178
ENSG00000105193,15768.95386,-0.054969525,0.077102715,-0.712938895,0.47588357,0.91104354
ENSG00000105197,2200.631157,-0.148204907,0.090956005,-1.629413113,0.103225595,0.704966944
ENSG00000105202,1891.282522,-0.099496189,0.071326889,-1.394932401,0.163036225,0.764315978
ENSG00000105204,960.4865017,-0.02076015,0.108144884,-0.191966089,0.847768769,0.980220866
ENSG00000105220,6326.910028,0.05555781,0.088653408,0.626685555,0.530865375,0.928265849
ENSG00000105221,6693.327159,-0.058875793,0.058024365,-1.014673618,0.310261434,0.855275262
ENSG00000105223,33470.31816,-0.025358005,0.09864836,-0.257054503,0.797136699,0.973860707
ENSG00000105227,303.73049,0.182882489,0.190354526,0.960746731,0.336679528,0.868467177
ENSG00000105229,2213.590917,-0.166862538,0.096463521,-1.72979938,0.083666125,0.673097802
ENSG00000105245,1576.171763,0.212215207,0.16700483,1.27071299,0.203830773,0.802982781
ENSG00000105246,108.8563116,0.723470844,0.318660979,2.270346518,0.023186567,0.48581516
ENSG00000105248,703.382963,0.007526848,0.120282678,0.062576325,0.950103882,0.993173829
ENSG00000105251,409.5677741,-0.246207475,0.217672006,-1.131093883,0.258015579,0.828272062
ENSG00000105254,2564.648809,-0.041133061,0.105817884,-0.388715593,0.697486546,0.958915104
ENSG00000105255,45.62755225,-0.138472959,0.277828812,-0.498411083,0.618194327,0.943440592
ENSG00000105258,719.3677519,-0.048904877,0.094375927,-0.518192283,0.604324119,0.941250574
ENSG00000105270,2381.839325,0.215862159,0.153196548,1.409053669,0.158819299,0.760959899
ENSG00000105281,9176.946115,-0.452062062,0.181588804,-2.489482015,0.012792939,0.378386208
ENSG00000105287,4210.88296,-0.182990295,0.137419939,-1.331613859,0.182987108,0.788496764
ENSG00000105289,1139.866723,-0.017355853,0.128128123,-0.135457014,0.892250549,0.985003946
ENSG00000105290,930.6965467,0.170867286,0.180848507,0.944808939,0.344756427,0.873084099
ENSG00000105298,1513.053119,-0.153486329,0.095794826,-1.602240288,0.109102484,0.712812883
ENSG00000105321,1804.488916,0.258000825,0.118986822,2.168314275,0.030134783,0.525631411
ENSG00000105323,14850.44125,-0.038298951,0.066178615,-0.578720953,0.562777475,0.9349493
ENSG00000105325,3263.049991,0.01991657,0.122765589,0.162232516,0.871122755,0.982735365
ENSG00000105327,1278.765445,-0.20265957,0.10753874,-1.884526177,0.059493837,0.627287927
ENSG00000105329,11931.3231,-0.060219637,0.110442429,-0.545258177,0.585575964,0.937837853
ENSG00000105339,4146.280467,0.03428529,0.151976582,0.225595876,0.821515749,0.977713165
ENSG00000105341,3726.063924,-0.110774605,0.076199708,-1.453740544,0.146018253,0.752238018
ENSG00000105355,4496.226467,0.13383646,0.066857237,2.00182456,0.045303604,0.586543838
ENSG00000105357,5461.082468,0.144528204,0.138752316,1.04162733,0.297584493,0.850416877
ENSG00000105364,1702.454071,-0.12827509,0.067752521,-1.893288796,0.058319474,0.62540343
ENSG00000105372,31627.35672,-0.083694028,0.066529078,-1.25800674,0.208389319,0.805936868
ENSG00000105373,5992.122757,-0.014686707,0.08971116,-0.163711038,0.869958628,0.982584023
ENSG00000105379,5384.613846,0.019316215,0.131812991,0.146542575,0.883493082,0.983265314
ENSG00000105393,4093.811157,-0.045143013,0.061378423,-0.735486694,0.462043141,0.906622303
ENSG00000105397,3251.839778,-0.199220197,0.085377859,-2.333394164,0.019627467,0.457000599
ENSG00000105398,637.6148766,-0.187818339,0.291217223,-0.644942415,0.518964504,0.925611132
ENSG00000105401,6962.205727,-0.032673008,0.055511421,-0.588581728,0.556141894,0.933755323
ENSG00000105402,11835.04598,0.000854798,0.053877731,0.015865517,0.98734168,0.998624836
ENSG00000105404,4911.748254,0.014769131,0.067317722,0.219394398,0.826342834,0.978826037
ENSG00000105419,1102.994768,0.274479689,0.154431042,1.777360858,0.075508887,0.655711429
ENSG00000105426,3531.692186,0.127220703,0.099337238,1.280694997,0.200300818,0.80154944
ENSG00000105429,9281.435865,-0.051338947,0.080022559,-0.641555925,0.521161558,0.925611132
ENSG00000105438,18225.32213,0.089044022,0.040140121,2.218329658,0.026532363,0.502994754
ENSG00000105443,3468.384005,-0.074373076,0.073244667,-1.01540602,0.309912325,0.855275262
ENSG00000105447,1016.383565,-0.052601963,0.104088758,-0.505356808,0.61330825,0.943440592
ENSG00000105464,444.7968245,0.403869109,0.173596869,2.326476924,0.019993122,0.45749024
ENSG00000105472,246.0001899,0.013883117,0.17238408,0.080535957,0.935811,0.991028845
ENSG00000105483,843.1696031,0.073777201,0.161596116,0.456553055,0.647992329,0.948094476
ENSG00000105486,572.2086018,-0.13385435,0.137348647,-0.974558928,0.329779095,0.866946446
ENSG00000105497,315.1167436,0.463196093,0.374604648,1.236493181,0.216275299,0.807603823
ENSG00000105499,139.5905887,-0.056250072,0.300165306,-0.187396979,0.851349391,0.98062901
ENSG00000105514,2047.643514,0.239836246,0.089570205,2.677634226,0.007414414,0.292746937
ENSG00000105516,314.5627857,-0.137170219,0.198523629,-0.690951597,0.489595959,0.915175338
ENSG00000105518,1320.406288,0.017711813,0.098128207,0.180496657,0.856762679,0.981834918
ENSG00000105519,129.8561197,-0.301267002,0.176740538,-1.704572166,0.088274246,0.68494187
ENSG00000105520,1634.711894,0.194046197,0.112367338,1.726891454,0.08418716,0.674989099
ENSG00000105523,33.51696805,0.097329567,0.302937272,0.321286206,0.747993508,0.967396912
ENSG00000105538,126.4815478,-0.189555829,0.19105289,-0.992164151,0.321117457,0.862339966
ENSG00000105552,1820.180417,-0.125362686,0.116472934,-1.076324621,0.281782101,0.843105613
ENSG00000105556,3535.446914,0.038330323,0.103459,0.370488048,0.71101888,0.961401401
ENSG00000105559,380.6204783,-0.041686013,0.19321392,-0.215750569,0.829182181,0.978826037
ENSG00000105568,17780.82235,-0.12705658,0.053949889,-2.355085113,0.018518464,0.447664408
ENSG00000105576,6232.37164,0.001607694,0.074614707,0.02154661,0.982809622,0.997959197
ENSG00000105583,3503.681007,-0.122274227,0.061853057,-1.976850195,0.048058566,0.600857695
ENSG00000105607,465.0571457,-0.282697212,0.148546189,-1.903092996,0.057028412,0.6234221
ENSG00000105612,2505.781258,-0.197874081,0.101623897,-1.94712157,0.051520162,0.611407762
ENSG00000105617,245.226791,0.113416401,0.131444118,0.862848808,0.3882206,0.890584924
ENSG00000105618,2169.172295,-0.068045207,0.065204155,-1.04357163,0.296683624,0.850184963
ENSG00000105619,868.3304305,0.030795586,0.134504159,0.228956383,0.818902817,0.977317771
ENSG00000105639,109.2090146,0.427003896,0.269516529,1.58433287,0.11311799,0.716770728
ENSG00000105640,22221.05079,-0.140105507,0.07229875,-1.937869002,0.052639207,0.614752811
ENSG00000105641,2992.221023,-0.214775115,0.163102972,-1.316806877,0.187903367,0.79182509
ENSG00000105642,29.50595636,0.09183125,0.398149289,0.23064527,0.817590395,0.977317771
ENSG00000105643,578.4853345,-0.425197177,0.149293225,-2.848067463,0.00439856,0.232291141
ENSG00000105647,5549.721865,-0.006765014,0.077520969,-0.087266889,0.930459373,0.989896252
ENSG00000105649,114.7896375,0.028961176,0.237017588,0.122189986,0.902748557,0.986138403
ENSG00000105650,67.95247223,0.656444978,0.423429392,1.550305648,0.121068172,0.727993201
ENSG00000105655,2676.681585,0.016367752,0.143333628,0.114193384,0.909084496,0.987191963
ENSG00000105656,1090.478751,-0.095459286,0.078329961,-1.218681649,0.222965046,0.810390324
ENSG00000105662,689.3208369,-0.214120702,0.111273594,-1.924272368,0.054320452,0.617543779
ENSG00000105664,109.2543738,0.481811339,0.725997148,0.663654589,0.50691141,0.919973948
ENSG00000105669,6548.318654,0.017218875,0.072200591,0.238486615,0.811503696,0.976592867
ENSG00000105671,2307.525618,-0.155331972,0.072726106,-2.135848876,0.032691734,0.537129171
ENSG00000105676,1033.840893,-0.148712068,0.097379819,-1.527134371,0.126727602,0.734372962
ENSG00000105677,2663.326062,-0.132059953,0.070771026,-1.866017211,0.062038958,0.630387965
ENSG00000105696,116.8040792,0.036936827,0.209257293,0.176513928,0.859890207,0.981834918
ENSG00000105698,5076.728025,-0.052976502,0.083753549,-0.63252844,0.527041631,0.927593055
ENSG00000105699,12685.88162,-0.112082436,0.13646372,-0.821335047,0.41145545,0.898067234
ENSG00000105700,2466.005927,-0.061172844,0.068762129,-0.889629875,0.373664659,0.883221758
ENSG00000105701,14720.66855,-0.021578254,0.094468103,-0.228418414,0.819320975,0.977317771
ENSG00000105705,1358.184984,-0.152861562,0.130502986,-1.171326163,0.241467699,0.819319214
ENSG00000105707,4581.89835,0.049666695,0.127351118,0.38999811,0.696537944,0.958915104
ENSG00000105708,408.810636,0.050049944,0.166485769,0.300625959,0.763699734,0.970201865
ENSG00000105711,149.7387523,0.349536095,0.199477146,1.752261359,0.079728877,0.667727408
ENSG00000105722,2868.40241,-0.040739926,0.094148479,-0.432719958,0.665218228,0.953279626
ENSG00000105723,5165.785393,-0.053335882,0.081820363,-0.651865626,0.514487861,0.923521272
ENSG00000105726,4742.751807,-0.18836344,0.08508974,-2.21370332,0.026849194,0.503176855
ENSG00000105732,775.5447671,-0.094239435,0.074793046,-1.260002641,0.207668409,0.805916063
ENSG00000105737,74.71605294,0.224713132,0.210817129,1.065914959,0.286462086,0.843619957
ENSG00000105738,8558.193605,-0.153124053,0.153542136,-0.997277078,0.318630037,0.861119508
ENSG00000105750,204.3608564,-0.095136733,0.170699488,-0.55733461,0.577298833,0.937837853
ENSG00000105755,610.369863,0.02672286,0.089322556,0.299172582,0.764808368,0.970622019
ENSG00000105767,2537.515785,-0.080296974,0.124166344,-0.64668872,0.517833425,0.924720037
ENSG00000105771,2182.687847,-0.042837159,0.134421068,-0.318678906,0.749970012,0.968099833
ENSG00000105778,4168.730012,0.126710974,0.082766087,1.530952822,0.125781053,0.734372962
ENSG00000105792,32.20196114,1.02289782,0.484229357,2.112424217,0.03465008,0.544585553
ENSG00000105793,676.2977039,0.02312885,0.135250285,0.171007776,0.864217651,0.982133374
ENSG00000105808,615.678495,0.19260691,0.146563883,1.314149886,0.188795769,0.792535097
ENSG00000105810,3530.138893,0.250728252,0.172467622,1.453769984,0.146010088,0.752238018
ENSG00000105819,2133.252505,-0.04613,0.11540005,-0.399739856,0.689348133,0.957793367
ENSG00000105821,1394.76499,0.062708909,0.105311819,0.595459365,0.551536454,0.932836671
ENSG00000105825,1730.884964,0.188762763,0.228653294,0.825541409,0.409064283,0.897177076
ENSG00000105829,1102.53071,0.16641593,0.133280911,1.248610385,0.211807612,0.807174522
ENSG00000105835,9431.739984,0.312237113,0.207229324,1.506722633,0.131881768,0.74049318
ENSG00000105849,728.6790227,0.183454033,0.245451784,0.747413727,0.454813862,0.90614428
ENSG00000105852,269.0415477,-0.057470877,0.143810988,-0.399627859,0.689430634,0.957793367
ENSG00000105854,6388.708847,-0.010168128,0.095652952,-0.106302291,0.915342514,0.988119532
ENSG00000105855,1313.520143,0.310470207,0.169822788,1.828201094,0.067519377,0.644746764
ENSG00000105856,4053.039877,0.019323837,0.170788436,0.113144878,0.909915696,0.987201842
ENSG00000105865,226.0043459,0.066026659,0.209720669,0.314831435,0.752889643,0.968321762
ENSG00000105866,302.8347837,-0.186165922,0.199706209,-0.93219897,0.351233708,0.877593401
ENSG00000105875,694.4533383,-0.214511134,0.127239408,-1.68588598,0.091817763,0.686918823
ENSG00000105877,309.3474057,0.139304994,0.171708905,0.811285781,0.417201573,0.898971668
ENSG00000105879,1459.385432,-0.149848165,0.091972912,-1.629264103,0.103257122,0.704966944
ENSG00000105887,9157.048632,0.031475852,0.045906646,0.685649128,0.492934394,0.91576384
ENSG00000105894,4324.337104,0.133873128,0.138404638,0.967258968,0.33341459,0.868252104
ENSG00000105926,1461.659993,-0.025351565,0.183542448,-0.138123717,0.890142642,0.984352819
ENSG00000105928,3871.222826,-0.022939628,0.140412003,-0.163373699,0.87022421,0.982584023
ENSG00000105929,44.00470592,0.113931752,0.346764143,0.328556901,0.742490629,0.966713651
ENSG00000105939,5997.877944,0.198864529,0.115316143,1.724515962,0.08461474,0.677120153
ENSG00000105948,161.758148,-0.055435206,0.271703759,-0.204028115,0.838331529,0.97981418
ENSG00000105953,10395.17212,0.001070141,0.082366291,0.012992458,0.98963381,0.998624836
ENSG00000105963,467.9388889,-0.22017193,0.17892353,-1.230536479,0.218496275,0.809547425
ENSG00000105967,62.54242466,0.720131756,0.372193869,1.934829714,0.053011195,0.615864277
ENSG00000105968,3626.736087,0.039585396,0.067823834,0.583650223,0.559455663,0.934385151
ENSG00000105971,2310.676171,0.133200827,0.094144363,1.414857167,0.157110379,0.759318133
ENSG00000105974,1161.558385,0.228096852,0.085043861,2.682108375,0.007315975,0.289853323
ENSG00000105976,2207.666374,0.009343618,0.09336237,0.100079063,0.920281557,0.989409915
ENSG00000105982,55.01992223,0.434505522,0.283230952,1.534103245,0.125004255,0.733764459
ENSG00000105983,2207.450841,0.126626953,0.14210065,0.891107481,0.372871512,0.883028117
ENSG00000105989,782.7595742,-0.007963673,0.698173499,-0.011406438,0.990899176,0.998624836
ENSG00000105991,61.5350141,0.192505647,0.248577017,0.774430597,0.438676196,0.90256204
ENSG00000105993,6515.768967,0.004734372,0.076126758,0.062190644,0.950411013,0.993173829
ENSG00000105997,109.8899472,-0.18209777,0.304501011,-0.598020248,0.549826423,0.932836671
ENSG00000106003,29.45472826,-0.00410724,0.39402927,-0.010423693,0.991683247,0.998624836
ENSG00000106009,1302.382835,-0.213214118,0.080672182,-2.64296952,0.008218243,0.31268548
ENSG00000106012,758.3684748,-0.179638557,0.151526346,-1.185526882,0.235809193,0.815108519
ENSG00000106013,33.72987305,0.475672282,0.422904431,1.124774883,0.260684441,0.830858592
ENSG00000106018,46.08470158,0.14759948,0.391149214,0.377348272,0.705914803,0.960477167
ENSG00000106025,497.4736301,-0.085019075,0.158553224,-0.53621789,0.591807971,0.93847279
ENSG00000106028,2139.147821,-0.002970348,0.109230033,-0.027193512,0.97830539,0.997082821
ENSG00000106031,117.2716697,0.08646274,0.2981608,0.289986946,0.771826225,0.971300877
ENSG00000106034,697.019589,0.477028668,0.239262125,1.993749186,0.046179471,0.590596277
ENSG00000106049,1508.907428,-0.052065911,0.089603961,-0.581067071,0.561195251,0.93460943
ENSG00000106052,11296.52104,0.071549068,0.099321996,0.720374848,0.471294232,0.909349386
ENSG00000106066,1648.87498,0.023596004,0.10498704,0.224751585,0.822172532,0.977972883
ENSG00000106069,401.4278837,0.120047485,0.215084791,0.558140277,0.576748599,0.937837853
ENSG00000106070,18813.05688,-0.146167136,0.088371737,-1.654003198,0.098126863,0.698147817
ENSG00000106077,1055.984881,-0.200330359,0.170608757,-1.174209126,0.240311271,0.818408842
ENSG00000106078,3159.860109,-0.047893779,0.109711789,-0.436541768,0.662443701,0.952203665
ENSG00000106080,2802.978472,0.224055606,0.140411134,1.595711102,0.110553309,0.714508405
ENSG00000106086,4095.160825,0.146534495,0.070662783,2.073715315,0.038105758,0.557531376
ENSG00000106089,822.6990821,0.121151536,0.098802888,1.226194287,0.220125571,0.809727692
ENSG00000106100,470.4982277,0.06919531,0.225888191,0.306325488,0.759356835,0.969209536
ENSG00000106105,24629.94863,-0.207136748,0.10494669,-1.973733019,0.048412109,0.602577777
ENSG00000106123,966.048961,-0.214501201,0.149558875,-1.434225829,0.151507829,0.753572341
ENSG00000106125,339.209567,-0.023081269,0.174649963,-0.132157306,0.89485987,0.985177943
ENSG00000106144,3652.085251,0.094596768,0.089705974,1.054520271,0.291644785,0.846200228
ENSG00000106153,1153.592699,-0.033120377,0.101347205,-0.32680109,0.743818335,0.967282561
ENSG00000106211,7999.158791,0.180871791,0.141169093,1.281242145,0.200108627,0.80154944
ENSG00000106236,56.5862424,0.177784385,0.321900251,0.552296508,0.580745223,0.937837853
ENSG00000106244,5291.209097,-0.086382298,0.093235228,-0.926498491,0.354186981,0.878206178
ENSG00000106245,3854.75749,-0.03512465,0.057351227,-0.612448089,0.540241333,0.929718508
ENSG00000106246,1527.953192,-0.225993357,0.143960154,-1.569832694,0.116454039,0.719659311
ENSG00000106258,769.563556,0.208513401,0.182259779,1.144045065,0.252604948,0.824973421
ENSG00000106261,7843.798006,-0.010534147,0.099222218,-0.106167224,0.915449676,0.988119532
ENSG00000106263,11671.5834,-0.077840799,0.057318997,-1.35802793,0.174454822,0.778185898
ENSG00000106266,7744.856131,-0.206366584,0.068870026,-2.996464442,0.002731301,0.176131549
ENSG00000106268,131.4640718,-0.244798196,0.173948153,-1.407305517,0.159336814,0.761071931
ENSG00000106278,70.47921241,0.441520704,0.363500499,1.214635758,0.224505044,0.812075627
ENSG00000106290,2850.55303,-0.044829039,0.082187094,-0.545451082,0.585443316,0.937837853
ENSG00000106299,6527.519641,0.114184133,0.103473881,1.103506821,0.269807131,0.837958705
ENSG00000106302,38.31772896,0.258657536,0.318195718,0.812888173,0.416282176,0.898971668
ENSG00000106305,1185.840141,-0.198613741,0.109569346,-1.812676161,0.069881783,0.647421658
ENSG00000106330,451.4757771,-0.147140215,0.110275894,-1.334291738,0.182108264,0.786957783
ENSG00000106333,1010.519926,-0.023013235,0.259966767,-0.088523756,0.929460404,0.989896252
ENSG00000106344,1452.115917,-0.040337274,0.086990816,-0.463695772,0.642865727,0.947556126
ENSG00000106346,1462.638195,0.004639778,0.071351461,0.065027088,0.948152433,0.992589313
ENSG00000106348,2589.873052,0.259921057,0.116214826,2.236556784,0.025315322,0.497243424
ENSG00000106351,904.3015994,0.078749358,0.134659097,0.584805337,0.558678615,0.934385151
ENSG00000106355,681.1388824,-0.017824348,0.200304611,-0.088986207,0.929092871,0.989877411
ENSG00000106366,9958.577066,0.13483571,0.236575665,0.569947506,0.568713302,0.936184961
ENSG00000106367,3001.347109,-0.041341914,0.047248173,-0.874994982,0.381576636,0.888516397
ENSG00000106384,29.6190588,0.466690883,0.530138265,0.880319181,0.378686425,0.887427815
ENSG00000106392,3135.116995,-0.027451476,0.109469763,-0.25076766,0.801993746,0.974803213
ENSG00000106397,6585.522893,-0.053423486,0.082441692,-0.648015395,0.516974993,0.924645123
ENSG00000106399,485.9085558,0.117378083,0.152609945,0.769137834,0.44181149,0.903648381
ENSG00000106400,2590.368532,0.073744904,0.080239749,0.919057013,0.358065752,0.878206178
ENSG00000106404,1109.070655,-0.202229754,0.19272794,-1.049301697,0.294039285,0.847831842
ENSG00000106415,2279.603428,0.130952467,0.10690539,1.224937934,0.220598606,0.810055115
ENSG00000106443,1882.459486,0.023325657,0.058528603,0.398534318,0.690236367,0.957908233
ENSG00000106459,826.9009972,-0.050983299,0.076905472,-0.662934601,0.50737244,0.920151881
ENSG00000106460,3900.471162,0.193720465,0.120494708,1.607709313,0.107898858,0.711990753
ENSG00000106462,526.2488639,-0.045864838,0.113114381,-0.405473092,0.685129794,0.956748475
ENSG00000106477,753.856822,-0.070267055,0.087950956,-0.798934521,0.424328381,0.899800399
ENSG00000106479,718.7990312,-0.154189999,0.168250246,-0.916432534,0.359440078,0.878206178
ENSG00000106484,35792.77495,0.159023526,0.248791195,0.639184703,0.522702783,0.926747409
ENSG00000106524,1527.78293,-0.140942833,0.104892196,-1.343692275,0.179047916,0.784670463
ENSG00000106526,67.97114342,0.24427982,0.279551767,0.873826778,0.382212595,0.888606333
ENSG00000106536,228.6099578,0.069198083,0.218877168,0.316150302,0.751888428,0.968321762
ENSG00000106537,14181.14899,0.24209631,0.10367164,2.335222147,0.019531819,0.455406933
ENSG00000106538,138.893168,0.26141705,0.454720104,0.574896619,0.565361217,0.9355448
ENSG00000106541,206.5766621,0.104411499,0.341112237,0.306091331,0.759535108,0.969215846
ENSG00000106546,3450.065739,0.226813543,0.095128913,2.384275578,0.017112782,0.429512873
ENSG00000106554,2196.880558,0.05727833,0.066504481,0.861270241,0.389089222,0.890584924
ENSG00000106565,1672.551642,-0.295442131,0.097658819,-3.025247839,0.002484295,0.169753373
ENSG00000106571,917.9291426,0.156270775,0.42393405,0.368620484,0.712410625,0.962046937
ENSG00000106588,3803.905572,-0.001684055,0.14215368,-0.011846721,0.990547905,0.998624836
ENSG00000106591,1351.600706,0.046789681,0.067716365,0.690965632,0.489587139,0.915175338
ENSG00000106603,1299.719635,-0.124306319,0.080423881,-1.545639391,0.122191682,0.729103148
ENSG00000106605,1677.554304,-0.157776299,0.102086132,-1.545521383,0.122220201,0.729103148
ENSG00000106608,3047.577985,-0.05139527,0.094371983,-0.544603053,0.586026555,0.937837853
ENSG00000106609,5732.885656,-0.041652949,0.072212898,-0.576807604,0.564069432,0.935239867
ENSG00000106615,5127.252942,0.118434906,0.147084186,0.805218492,0.420693607,0.899057772
ENSG00000106617,907.1818679,0.274943644,0.141366492,1.944899672,0.051787054,0.611417804
ENSG00000106624,7105.182786,0.322642376,0.269312801,1.19802094,0.230908865,0.815108519
ENSG00000106628,1877.587723,-0.052047665,0.075523399,-0.689159463,0.490722924,0.915618683
ENSG00000106631,1181.5063,0.473703908,0.29382367,1.612204723,0.106917398,0.711990753
ENSG00000106633,73.21002563,0.233486785,0.557383731,0.418897739,0.675290869,0.954798109
ENSG00000106635,2255.487361,-0.085022764,0.077608484,-1.095534409,0.27328258,0.83960794
ENSG00000106636,10784.32602,0.079402088,0.053867913,1.474014552,0.140477673,0.749097831
ENSG00000106638,2956.019056,0.012648963,0.060905141,0.207683009,0.835476486,0.979439955
ENSG00000106665,7398.885418,0.248748135,0.122272373,2.03437726,0.041913573,0.570953433
ENSG00000106682,17149.59004,-0.004968333,0.046160327,-0.107632113,0.914287523,0.987685607
ENSG00000106683,2281.818208,0.015993219,0.103887536,0.153947425,0.87765119,0.983265314
ENSG00000106686,143.1806288,-0.160787847,0.157631906,-1.020020955,0.307718523,0.854260175
ENSG00000106688,22019.43858,-0.051752015,0.088212865,-0.586671969,0.557424037,0.934304746
ENSG00000106692,978.7851143,0.110634169,0.213853263,0.517336829,0.604921049,0.941250574
ENSG00000106701,113.95846,0.41694224,0.314906367,1.32401972,0.185496496,0.790119848
ENSG00000106714,92.88166939,-0.208042412,0.620693094,-0.335177585,0.73749113,0.966328477
ENSG00000106723,8876.034311,-0.030593818,0.052069255,-0.587560128,0.55682758,0.933755323
ENSG00000106733,789.4842933,-0.032003332,0.08902992,-0.359467153,0.719245646,0.963988986
ENSG00000106771,6859.770466,0.20835045,0.151043253,1.379409178,0.167768631,0.77117371
ENSG00000106772,170.5626954,0.381067669,0.472122333,0.807137563,0.419587233,0.898971668
ENSG00000106780,4866.602845,0.115166037,0.137198911,0.839409267,0.401239685,0.894189772
ENSG00000106785,597.3835656,-0.10831873,0.173883107,-0.622939928,0.533323999,0.92925435
ENSG00000106789,3027.697283,-0.157371242,0.123152351,-1.277858205,0.201299427,0.801841066
ENSG00000106799,2174.67916,0.027798828,0.180492798,0.154016271,0.877596906,0.983265314
ENSG00000106803,3696.775627,0.029116075,0.092650937,0.314255592,0.753326924,0.968321762
ENSG00000106804,1051.004688,-0.120142002,0.202490274,-0.593322334,0.552965455,0.932836671
ENSG00000106809,41.77485565,0.777773674,0.985121859,0.789520268,0.429807988,0.901148516
ENSG00000106819,44.07040256,0.573784392,0.551037273,1.041280545,0.297745363,0.850461547
ENSG00000106823,336.1103097,-0.008253654,0.227875595,-0.036219998,0.97110694,0.995799007
ENSG00000106829,748.0994534,0.132678178,0.181790538,0.729840946,0.465487413,0.906622303
ENSG00000106853,10697.81685,0.213495065,0.173563714,1.230067387,0.218671871,0.809547425
ENSG00000106868,2903.441024,-0.006199203,0.122384395,-0.050653545,0.959601595,0.994060185
ENSG00000106927,4505.469988,-0.074125347,0.262835617,-0.282021698,0.777926873,0.972103738
ENSG00000106948,2073.715459,-0.415061992,0.246784377,-1.681881148,0.092591889,0.689537728
ENSG00000106976,518.1534946,0.106204184,0.256955666,0.413317154,0.679374264,0.955345793
ENSG00000106991,187.4228775,0.308683913,0.871150923,0.354340338,0.723083841,0.964553512
ENSG00000106992,966.44687,-0.142317706,0.096735816,-1.471199729,0.141237111,0.749097831
